9.58908|-6.17368
9.7544|-6.91952
9.75419|-6.91723
8.71998|-3.9528
10.4083|-7.75235
5.49945|0.569034
5.04055|0.52174
5.04055|0.522009
6.20332|0.641618
-0.572756|-0.210386
-1.53559|-0.583058
0.452803|0.186588
0.147564|-1.85521
0.180062|-1.86271
-0.408955|-1.58568
0.170588|-1.87348
-4.31671|-1.62927
-4.74663|-1.89122
-4.74185|-1.88833
-4.7419|-1.88787
-3.76625|-1.29453
-3.76604|-1.29472
6.39738|20.3853
9.07375|27.0045
9.04049|26.918
3.86338|14.1166
3.86049|14.1094
-3.0472|-4.76177
-3.26587|-4.71328
-3.26756|-4.71253
-2.57743|-4.80713
-4.87301|7.72637
-5.06629|8.34627
-7.2225|7.27917
-2.27304|7.38217
-7.38284|0.803349
-7.37121|1.31146
-6.97535|2.57662
-7.75824|-1.63635
-10.8734|-7.66377
-10.6278|-8.08915
-11.6022|-8.06541
-10.1592|-6.77941
1.19536|-0.292279
2.34234|0.161568
0.292518|-1.11374
0.420707|0.276009
1.30803|-1.4632
0.0142131|-0.647887
2.41305|-0.376459
-0.0344077|-0.0846128
1.83337|-1.28052
0.759015|-1.39987
1.45043|0.63412
2.03106|0.633524
0.744866|1.00322
2.22471|-0.890285
0.551551|-5.05059
0.506914|-5.53086
0.507963|-5.53004
0.507856|-5.52674
0.508281|-5.53121
0.434504|-5.24539
0.831734|-3.28493
4.78015|-9.74515
5.10323|-10.2192
5.10288|-10.2202
4.11924|-8.81296
-0.387868|-5.50743
-0.317179|-5.41979
-0.548589|-3.5687
-0.252043|-7.45641
15.3638|-21.0806
15.6065|-21.7426
15.6063|-21.7425
15.6071|-21.7443
15.6071|-21.7452
16.1543|-22.0899
13.7698|-17.8848
-1.6081|-7.99534
-0.512325|-7.34587
-0.807089|-8.23774
-3.59335|-8.29722
-3.19891|5.95329
-2.81338|6.05607
-2.74826|3.02714
-3.478|6.87046
-1.33959|-0.864569
-1.48662|-1.02425
0.133933|-1.81079
-3.11419|0.590722
-65.2194|2.5108
-67.9034|1.69992
-67.7142|1.8445
-60.2216|3.9012
0.289019|0.504252
0.630076|1.44429
-0.00454634|-0.00620383
0.00594881|-0.00641553
-5.04174e-006|-0.00643637
0.0374791|-0.00367837
0.260642|-6.43636
0.738201|-6.96767
-2.30864|2.27126
-1.73677|2.53925
-3.33834|1.75811
-1.74186|2.53773
-9.88581|-8.36224
-7.95629|-8.46073
-10.9469|-8.46518
2.91712|-9.40802
2.552|-9.58124
2.90396|-10.6204
3.3871|-7.91655
11.9352|12.4198
12.7707|13.3658
12.7701|13.3659
10.2238|10.5335
