-577.789|-445.078
-577.428|-445.415
-576.433|-442.522
-579.552|-447.369
-575.231|-441.567
-575.073|-440.628
-575.504|-442.747
-589.865|-436.262
-590.563|-435.265
-590.346|-436.683
-588.334|-437.364
-589.329|-451.317
-588.611|-447.055
-588.936|-451.896
-589.443|-454.31
-584.483|-452.263
-584.799|-452.838
-585.019|-452.384
-583.501|-451.362
-581.343|-448.996
-581.355|-448.988
-581.335|-449.004
-581.957|-429.013
-578.416|-416.194
-582.325|-437.776
-584.783|-435.286
-578.047|-439.817
-580.513|-446.078
-579.764|-441.923
-576.662|-437.126
-573.96|-430.207
-579.499|-443.596
-582.818|-440.543
-583.162|-437.039
-582.369|-444.779
-583.984|-455.7
-584.023|-456.253
-581.743|-452.326
-583.017|-452.336
-587.114|-461.459
-582.264|-450.83
-582.09|-450.921
-580.265|-452.379
-586.054|-447.886
-590.568|-453.009
-592.432|-453.63
-590.003|-452.02
-588.777|-453.462
-581.36|-448.985
-581.4|-448.958
-581.391|-448.964
-581.359|-448.986
-580.725|-448.672
-580.714|-448.689
-580.737|-448.559
-582.441|-446.981
-582.526|-447.515
-582.526|-447.515
-581.495|-444.937
-583.236|-447.906
-581.399|-448.96
-581.395|-448.964
-581.391|-448.963
-581.4|-448.96
-580.335|-451.043
-580.126|-451.465
-580.124|-451.471
-580.767|-450.19
-580.725|-448.94
-580.727|-448.971
-580.729|-448.993
-580.727|-448.971
-580.729|-448.993
-580.727|-448.971
-580.729|-448.993
-580.727|-448.971
-580.727|-448.971
-580.727|-448.971
-580.727|-448.971
-580.727|-448.971
-580.727|-448.971
-580.727|-448.971
-580.727|-448.971
-580.729|-448.993
-580.729|-448.993
-580.727|-448.971
-580.724|-448.926
-580.719|-448.893
-580.724|-448.926
-580.719|-448.887
-580.724|-448.926
-580.71|-448.835
-580.72|-448.879
-580.72|-448.881
-580.72|-448.881
-580.72|-448.881
-580.724|-448.926
-580.72|-448.881
-580.72|-448.88
-580.724|-448.926
-580.724|-448.926
-580.724|-448.926
-580.724|-448.926
-582.426|-448.342
-582.428|-448.339
-582.428|-448.341
-582.427|-448.341
-582.428|-448.34
-582.428|-448.342
-582.428|-448.341
-582.43|-448.341
-582.428|-448.341
-580.183|-458.105
-580.028|-459.097
-580.032|-459.071
-581.034|-456.789
-579.813|-458.291
-580.048|-457.04
-583.389|-452.339
-583.484|-452.412
-583.489|-452.406
-581.733|-450.839
-585.452|-449.029
-586.144|-448.563
-581.651|-451.105
-576.857|-452.783
-576.508|-453.005
-578.728|-451.629
-575.51|-453.603
-581.398|-448.96
-581.4|-448.958
-581.43|-448.952
-581.402|-448.957
-581.394|-448.961
-581.393|-448.963
-577.169|-430.804
-577.155|-429.831
-578.848|-435.915
-575.973|-428.188
-581.414|-448.949
-581.411|-448.951
-581.409|-448.952
-581.424|-448.943
-541.247|-424.51
-541.39|-423.521
-541.103|-425.5
-563.381|-437.867
-562.206|-436.59
-567.67|-437.984
-561.308|-438.84
-580.73|-449.01
-580.731|-449.022
-580.731|-449.02
-580.731|-449.021
-580.731|-449.022
-580.731|-449.021
-580.73|-449.007
-580.73|-449.008
-580.715|-448.894
-580.73|-449.007
-580.73|-449.007
-580.73|-449.007
-580.73|-449.007
-580.731|-449.02
-580.731|-449.021
-580.731|-449.021
-580.731|-449.022
-580.723|-448.926
-580.723|-448.926
-580.723|-448.926
-580.731|-449.021
-580.731|-449.021
-580.731|-449.021
-580.731|-449.021
-580.731|-449.021
-580.731|-449.022
-580.731|-449.021
-580.731|-449.021
-580.731|-449.021
-580.731|-449.021
-580.731|-449.024
-580.731|-449.024
-580.731|-449.025
-580.731|-449.024
-580.731|-449.024
-580.731|-449.024
-580.731|-449.023
-580.731|-449.024
-580.731|-449.024
-580.731|-449.023
-580.731|-449.025
-580.731|-449.024
-580.731|-449.024
-580.731|-449.024
-580.731|-449.024
-580.731|-449.024
-580.731|-449.025
-580.731|-449.025
-580.731|-449.024
-580.731|-449.024
-580.731|-449.023
-580.731|-449.024
-580.731|-449.024
-580.731|-449.024
-580.731|-449.023
-580.731|-449.022
-580.731|-449.024
-580.731|-449.024
-578.222|-445.506
-578.228|-445.51
-577.897|-445.46
-581.343|-448.996
-572.008|-432.97
-571.784|-432.804
-573.028|-433.735
-582.423|-448.344
-582.574|-448.239
-582.428|-448.341
-582.427|-448.341
-574.928|-407.514
-574.246|-399.047
-572.436|-410.431
-521.943|-429.821
-522.763|-429.249
-521.128|-430.401
-582.422|-448.738
-582.528|-448.76
-582.528|-448.76
-582.331|-448.63
-582.403|-448.949
-582.428|-448.342
-582.449|-448.364
-582.428|-448.34
-582.428|-448.341
-580.708|-448.825
-580.71|-448.835
-580.711|-448.836
-580.711|-448.836
-580.711|-448.836
-580.711|-448.836
-580.714|-448.842
